,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
3725,1,57,173.0,72.0,6.0,90.0,39.3
14926,1,26,188.0,89.0,22.0,108.0,40.6
2785,0,67,161.0,57.0,18.0,94.0,40.3
9715,1,45,199.0,94.0,22.0,100.0,40.5
12902,1,21,190.0,96.0,22.0,107.0,40.8
14102,0,23,174.0,71.0,7.0,91.0,39.1
1012,1,41,183.0,85.0,29.0,100.0,41.0
5280,1,69,195.0,93.0,3.0,91.0,38.6
4895,0,37,174.0,69.0,26.0,104.0,40.8
9958,0,67,163.0,62.0,30.0,108.0,41.0
7121,0,25,157.0,56.0,28.0,109.0,41.2
6549,0,49,147.0,47.0,26.0,109.0,41.1
4037,0,42,145.0,44.0,9.0,89.0,39.4
148,1,40,184.0,87.0,5.0,88.0,39.5
285,1,39,162.0,72.0,28.0,108.0,40.7
14486,0,28,159.0,61.0,29.0,109.0,40.3
8555,0,73,183.0,79.0,15.0,91.0,40.0
12135,1,24,189.0,82.0,11.0,93.0,39.6
12591,0,28,163.0,60.0,7.0,93.0,39.4
9732,1,32,183.0,86.0,8.0,84.0,39.7
6770,1,35,179.0,85.0,6.0,87.0,39.3
4443,0,22,169.0,67.0,8.0,90.0,39.3
7446,0,72,182.0,81.0,18.0,95.0,40.4
236,0,77,160.0,63.0,8.0,92.0,39.5
14393,1,37,182.0,80.0,6.0,88.0,39.1
10754,0,28,164.0,67.0,30.0,112.0,41.0
7123,1,25,200.0,95.0,12.0,93.0,40.1
12507,1,73,174.0,81.0,28.0,110.0,40.7
14340,0,40,162.0,61.0,5.0,84.0,39.3
3083,1,31,185.0,80.0,11.0,92.0,40.2
14376,1,55,185.0,88.0,18.0,103.0,40.4
10294,0,35,157.0,52.0,14.0,99.0,40.1
632,1,76,192.0,103.0,25.0,100.0,40.4
6813,1,44,192.0,91.0,4.0,90.0,39.1
2493,0,50,165.0,64.0,6.0,82.0,39.4
2665,0,33,151.0,53.0,18.0,97.0,40.4
12730,1,24,184.0,83.0,11.0,93.0,40.0
12814,0,40,153.0,52.0,29.0,102.0,40.9
12612,0,24,160.0,60.0,17.0,102.0,40.6
10526,0,44,182.0,83.0,28.0,108.0,41.1
10060,0,54,170.0,71.0,6.0,90.0,39.4
11811,0,32,145.0,48.0,2.0,84.0,38.0
12075,0,26,184.0,79.0,15.0,104.0,40.6
12696,1,22,177.0,76.0,9.0,89.0,39.7
4211,1,24,180.0,84.0,8.0,97.0,39.6
9686,1,22,190.0,88.0,18.0,92.0,40.0
10593,0,52,149.0,47.0,8.0,83.0,40.1
3874,0,36,180.0,75.0,19.0,98.0,40.6
9424,1,31,166.0,70.0,3.0,89.0,38.8
10853,1,33,188.0,90.0,14.0,99.0,40.1
2817,0,71,174.0,77.0,8.0,88.0,39.9
12361,1,37,193.0,95.0,23.0,102.0,40.8
14314,1,62,189.0,99.0,5.0,87.0,38.8
14721,1,44,198.0,98.0,28.0,106.0,40.8
13477,1,21,186.0,79.0,19.0,97.0,40.8
7426,0,71,157.0,57.0,21.0,113.0,40.5
12903,1,23,175.0,73.0,23.0,110.0,40.6
12700,0,63,162.0,58.0,19.0,107.0,40.5
11253,0,32,165.0,61.0,3.0,79.0,38.6
13813,1,36,166.0,66.0,16.0,101.0,40.2
9777,0,20,158.0,55.0,10.0,82.0,39.7
1735,1,53,179.0,79.0,9.0,86.0,39.7
7397,0,20,164.0,66.0,16.0,96.0,40.5
11015,0,52,169.0,67.0,18.0,96.0,40.1
4255,1,34,172.0,75.0,8.0,94.0,39.3
12393,0,41,151.0,51.0,17.0,103.0,40.6
2475,1,20,172.0,75.0,10.0,88.0,39.7
10756,1,26,195.0,99.0,28.0,104.0,41.0
14974,0,63,169.0,68.0,21.0,107.0,40.6
3713,0,68,162.0,67.0,21.0,98.0,40.3
13474,1,61,188.0,94.0,18.0,97.0,40.3
1804,1,25,176.0,75.0,21.0,102.0,40.4
707,1,42,183.0,82.0,15.0,98.0,40.4
11238,1,22,176.0,75.0,26.0,106.0,40.6
13800,0,43,138.0,46.0,19.0,97.0,40.4
5189,1,45,176.0,76.0,4.0,91.0,38.4
13053,0,74,162.0,58.0,28.0,113.0,41.0
5472,1,65,187.0,85.0,22.0,109.0,40.7
72,1,53,192.0,93.0,5.0,90.0,39.1
7843,1,57,199.0,105.0,15.0,90.0,40.1
5101,0,42,162.0,58.0,19.0,95.0,40.7
6764,1,42,199.0,103.0,10.0,89.0,39.9
9382,0,26,168.0,67.0,29.0,93.0,41.2
10793,0,24,171.0,64.0,12.0,91.0,40.1
1125,1,45,196.0,102.0,27.0,110.0,41.0
1241,1,22,188.0,93.0,29.0,107.0,40.6
12339,1,29,183.0,87.0,25.0,108.0,40.8
14168,0,38,153.0,51.0,14.0,81.0,40.1
2349,0,30,176.0,73.0,9.0,80.0,39.6
11543,1,50,209.0,108.0,19.0,95.0,40.2
6602,1,42,174.0,74.0,3.0,82.0,38.3
12200,0,26,163.0,61.0,13.0,103.0,40.3
6780,1,48,179.0,82.0,11.0,90.0,39.6
9769,0,21,163.0,61.0,15.0,94.0,40.5
12098,1,20,192.0,95.0,15.0,95.0,40.1
11921,0,39,169.0,71.0,21.0,101.0,40.6
4358,1,35,192.0,94.0,20.0,105.0,40.5
1343,0,59,157.0,61.0,25.0,107.0,40.9
14980,0,22,161.0,67.0,3.0,81.0,38.6
13026,0,38,166.0,63.0,13.0,90.0,39.9
14368,1,45,166.0,75.0,25.0,109.0,40.6
8632,1,76,185.0,94.0,15.0,85.0,40.1
6652,0,79,168.0,67.0,16.0,89.0,39.9
1100,1,30,182.0,84.0,8.0,85.0,39.7
10829,1,21,205.0,108.0,18.0,96.0,40.3
9160,0,21,157.0,52.0,26.0,106.0,41.0
8841,0,28,176.0,75.0,18.0,98.0,40.3
9738,0,38,169.0,74.0,3.0,82.0,38.8
7327,0,25,162.0,57.0,14.0,93.0,40.1
7622,0,31,173.0,70.0,6.0,84.0,39.2
987,0,37,170.0,64.0,20.0,105.0,40.3
10658,0,51,168.0,66.0,25.0,104.0,41.1
2852,1,31,179.0,84.0,5.0,86.0,38.9
11695,0,43,148.0,48.0,5.0,91.0,39.4
8853,0,53,147.0,54.0,22.0,100.0,40.6
630,1,24,168.0,68.0,12.0,92.0,39.8
1249,1,30,190.0,94.0,28.0,111.0,41.0
3179,1,53,195.0,102.0,17.0,103.0,40.4
482,1,21,206.0,105.0,15.0,96.0,40.1
9776,0,27,162.0,64.0,25.0,108.0,41.0
9654,0,47,163.0,58.0,11.0,85.0,39.9
3040,0,76,160.0,60.0,16.0,110.0,40.5
5010,0,38,165.0,66.0,9.0,93.0,39.5
13605,1,28,186.0,95.0,18.0,98.0,40.0
7000,1,51,185.0,90.0,15.0,99.0,40.4
3273,0,31,165.0,62.0,13.0,96.0,40.0
7227,0,34,178.0,76.0,8.0,94.0,39.9
3683,0,30,168.0,68.0,13.0,97.0,39.7
6674,0,41,186.0,82.0,30.0,114.0,40.8
6807,0,45,181.0,79.0,1.0,80.0,37.7
12337,1,28,191.0,91.0,28.0,120.0,40.9
14604,1,47,173.0,71.0,27.0,102.0,40.5
1316,1,21,185.0,84.0,15.0,100.0,40.0
3225,1,38,186.0,89.0,23.0,99.0,40.4
1072,0,27,160.0,55.0,19.0,102.0,40.5
4815,1,30,168.0,70.0,4.0,78.0,38.8
12672,1,39,185.0,85.0,2.0,90.0,38.3
10823,0,28,169.0,65.0,23.0,96.0,40.7
9852,0,47,161.0,57.0,10.0,86.0,39.8
5752,0,52,149.0,55.0,23.0,106.0,40.6
10617,1,41,182.0,81.0,24.0,92.0,40.9
13723,0,36,166.0,65.0,17.0,100.0,40.8
4616,0,68,159.0,63.0,28.0,105.0,41.1
3097,1,22,194.0,91.0,23.0,100.0,40.5
12168,1,22,184.0,89.0,11.0,87.0,40.3
14162,0,38,159.0,59.0,22.0,94.0,40.4
6869,1,25,193.0,88.0,19.0,96.0,40.7
1300,1,52,190.0,94.0,25.0,107.0,41.0
7285,0,42,166.0,68.0,21.0,103.0,40.8
6284,0,21,185.0,77.0,12.0,92.0,40.1
12799,1,59,193.0,97.0,12.0,92.0,39.7
13305,1,54,196.0,101.0,19.0,98.0,40.5
5495,0,49,158.0,62.0,10.0,93.0,39.9
5291,0,53,164.0,69.0,12.0,94.0,39.9
9600,1,43,186.0,84.0,15.0,80.0,40.1
10037,1,27,180.0,78.0,20.0,103.0,40.3
1798,0,56,177.0,76.0,11.0,86.0,39.6
12149,1,31,202.0,97.0,12.0,99.0,39.6
9667,1,50,177.0,83.0,11.0,96.0,39.8
5203,0,20,180.0,71.0,22.0,104.0,40.4
8227,0,25,154.0,59.0,3.0,90.0,38.6
5047,0,22,146.0,49.0,5.0,84.0,39.3
6441,0,37,172.0,70.0,16.0,96.0,40.2
8636,0,64,182.0,83.0,25.0,105.0,40.9
8105,0,46,162.0,59.0,30.0,106.0,40.9
2359,1,29,171.0,76.0,13.0,88.0,40.0
14080,0,38,168.0,61.0,13.0,87.0,40.1
3654,1,23,189.0,90.0,15.0,90.0,40.1
7052,1,35,170.0,77.0,3.0,83.0,39.0
11371,0,24,169.0,59.0,21.0,109.0,40.6
1286,0,64,172.0,70.0,13.0,97.0,39.8
13694,0,42,175.0,67.0,6.0,83.0,39.1
4445,0,21,187.0,81.0,16.0,89.0,40.2
11608,0,48,176.0,72.0,11.0,87.0,40.0
2137,0,25,158.0,56.0,9.0,85.0,39.5
6787,0,34,146.0,53.0,7.0,93.0,39.8
10828,1,77,181.0,84.0,17.0,94.0,40.3
12208,0,73,148.0,53.0,2.0,79.0,38.0
14732,1,44,175.0,74.0,1.0,74.0,37.9
9873,1,46,185.0,88.0,28.0,112.0,40.7
14627,1,74,212.0,123.0,25.0,103.0,40.8
12756,1,44,177.0,81.0,24.0,111.0,40.7
14116,0,31,164.0,57.0,18.0,94.0,40.3
6894,0,77,163.0,65.0,11.0,90.0,39.8
9884,0,31,168.0,67.0,10.0,84.0,39.6
12845,0,70,181.0,81.0,12.0,85.0,40.0
10733,0,20,163.0,66.0,23.0,100.0,40.9
11827,0,78,169.0,68.0,18.0,95.0,40.2
8564,1,30,179.0,85.0,28.0,110.0,40.6
7151,1,76,185.0,92.0,7.0,93.0,39.6
963,1,45,166.0,74.0,7.0,91.0,39.4
6012,1,37,192.0,98.0,4.0,84.0,38.8
4882,1,64,186.0,92.0,21.0,102.0,40.2
140,1,59,166.0,73.0,23.0,101.0,40.4
12046,0,62,153.0,57.0,21.0,105.0,40.3
14047,1,27,170.0,66.0,11.0,80.0,39.8
8906,1,38,189.0,91.0,11.0,100.0,40.2
6936,0,51,165.0,70.0,25.0,102.0,40.7
6542,0,54,188.0,78.0,5.0,82.0,38.9
5243,1,38,164.0,72.0,5.0,81.0,39.1
11380,0,28,155.0,61.0,10.0,90.0,39.7
10030,1,62,180.0,87.0,16.0,96.0,39.8
4431,1,59,176.0,80.0,7.0,89.0,39.4
12523,1,25,189.0,86.0,22.0,101.0,40.6
406,1,51,190.0,94.0,21.0,105.0,40.4
8212,1,33,210.0,117.0,25.0,112.0,40.7
9196,0,51,168.0,63.0,20.0,103.0,40.7
12539,1,26,189.0,91.0,20.0,97.0,40.4
10603,1,73,172.0,86.0,29.0,105.0,41.1
10737,0,20,166.0,62.0,24.0,96.0,40.8
12941,0,22,168.0,65.0,13.0,97.0,40.1
10582,0,25,175.0,61.0,2.0,90.0,38.3
9135,1,62,185.0,92.0,24.0,105.0,40.4
8234,1,49,180.0,83.0,21.0,94.0,40.6
11022,1,25,166.0,68.0,23.0,106.0,40.5
11563,1,60,189.0,90.0,10.0,90.0,39.3
11214,1,28,189.0,84.0,6.0,81.0,39.1
11556,1,38,185.0,86.0,13.0,91.0,40.3
4399,0,28,160.0,53.0,15.0,105.0,39.9
5252,0,55,161.0,63.0,9.0,93.0,39.9
11,0,21,157.0,56.0,17.0,100.0,40.0
4760,0,28,167.0,66.0,12.0,96.0,40.5
1177,1,33,190.0,93.0,20.0,99.0,40.4
10139,0,27,158.0,58.0,16.0,101.0,40.3
10693,0,75,162.0,65.0,7.0,89.0,39.6
2863,0,48,175.0,75.0,3.0,76.0,38.9
6471,0,25,156.0,59.0,6.0,89.0,39.2
12057,1,30,199.0,104.0,4.0,89.0,39.3
6228,0,66,186.0,81.0,10.0,87.0,39.7
9218,1,73,197.0,100.0,10.0,88.0,39.9
12040,1,51,193.0,93.0,28.0,115.0,40.8
2989,1,56,185.0,83.0,28.0,103.0,40.7
9153,0,50,162.0,65.0,10.0,94.0,39.9
11081,0,46,166.0,66.0,8.0,90.0,39.8
7117,1,34,189.0,88.0,16.0,90.0,40.2
11207,1,57,179.0,77.0,17.0,95.0,40.4
7010,1,52,195.0,101.0,7.0,95.0,39.7
11530,0,55,141.0,52.0,16.0,103.0,40.1
12830,1,23,187.0,84.0,16.0,97.0,40.4
11760,0,41,155.0,59.0,7.0,87.0,39.1
8927,0,43,174.0,71.0,12.0,91.0,40.1
1440,1,58,176.0,76.0,3.0,81.0,38.8
14620,1,29,186.0,89.0,18.0,97.0,40.4
2875,0,47,176.0,77.0,15.0,87.0,39.8
12178,1,24,187.0,90.0,19.0,95.0,40.7
9108,0,46,167.0,69.0,13.0,90.0,40.0
13652,0,20,154.0,53.0,22.0,100.0,40.4
13196,1,54,189.0,101.0,6.0,94.0,38.8
12281,1,61,186.0,86.0,6.0,82.0,39.2
11339,0,30,171.0,67.0,4.0,82.0,38.8
7232,0,38,150.0,50.0,25.0,99.0,40.6
3726,0,48,154.0,60.0,18.0,104.0,40.6
2772,1,50,182.0,85.0,14.0,90.0,40.2
9816,0,27,163.0,60.0,17.0,92.0,40.5
454,0,33,156.0,61.0,5.0,90.0,39.1
9013,0,24,149.0,47.0,20.0,98.0,40.4
8189,1,40,209.0,116.0,4.0,86.0,39.1
1367,0,30,156.0,54.0,5.0,81.0,39.0
3712,1,34,179.0,85.0,12.0,93.0,39.9
14783,1,68,192.0,97.0,24.0,98.0,40.5
1388,1,25,181.0,82.0,28.0,107.0,40.8
9042,0,76,169.0,68.0,23.0,92.0,40.3
1000,0,56,167.0,70.0,19.0,103.0,40.7
7761,0,50,151.0,51.0,6.0,87.0,39.3
3553,0,40,178.0,75.0,24.0,108.0,40.8
4114,1,20,191.0,91.0,9.0,100.0,39.7
9829,1,36,169.0,70.0,10.0,86.0,39.7
1667,0,21,174.0,73.0,3.0,93.0,38.2
3173,0,30,173.0,65.0,22.0,107.0,40.4
13033,1,21,169.0,70.0,2.0,94.0,38.0
9539,1,58,177.0,86.0,16.0,101.0,40.5
14106,1,66,166.0,66.0,16.0,96.0,40.7
488,1,35,187.0,91.0,15.0,95.0,40.3
3230,1,45,183.0,85.0,3.0,81.0,38.8
3828,1,32,167.0,66.0,11.0,93.0,39.8
10824,0,68,151.0,59.0,14.0,91.0,40.4
12980,1,41,178.0,81.0,3.0,81.0,38.4
5208,0,44,170.0,69.0,24.0,97.0,40.7
7848,0,40,168.0,68.0,8.0,85.0,39.2
11424,1,44,178.0,87.0,2.0,84.0,38.2
5704,1,26,179.0,84.0,1.0,84.0,37.7
14467,1,33,196.0,99.0,28.0,110.0,40.5
8133,0,27,156.0,52.0,7.0,85.0,39.2
703,0,34,153.0,51.0,28.0,107.0,40.8
5105,0,54,163.0,66.0,10.0,90.0,39.6
13346,0,78,166.0,68.0,20.0,98.0,40.1
3291,0,22,149.0,50.0,8.0,97.0,39.1
8125,1,30,186.0,87.0,9.0,96.0,39.5
11865,1,21,176.0,79.0,18.0,97.0,40.5
10600,1,48,174.0,76.0,25.0,106.0,40.3
9519,1,56,190.0,95.0,26.0,108.0,40.9
14454,1,26,184.0,90.0,26.0,101.0,40.8
13536,1,73,184.0,88.0,25.0,106.0,40.7
4909,1,44,172.0,79.0,6.0,86.0,38.9
4440,0,42,161.0,64.0,2.0,85.0,38.2
13663,1,22,187.0,89.0,21.0,99.0,40.3
986,1,29,169.0,72.0,20.0,101.0,40.0
14265,1,63,180.0,82.0,7.0,94.0,39.7
13863,0,29,150.0,60.0,20.0,98.0,40.7
13600,1,72,191.0,92.0,8.0,73.0,39.7
7705,1,23,182.0,89.0,8.0,79.0,39.3
12241,0,49,169.0,67.0,22.0,99.0,40.3
6257,1,27,187.0,89.0,2.0,82.0,39.0
11677,0,49,154.0,52.0,5.0,82.0,38.9
6089,1,31,196.0,92.0,28.0,105.0,40.8
10666,1,38,175.0,83.0,20.0,97.0,40.3
5238,0,58,160.0,62.0,7.0,87.0,39.3
12065,0,61,146.0,52.0,20.0,97.0,40.3
1198,0,68,158.0,60.0,1.0,84.0,37.5
12373,0,24,175.0,72.0,4.0,87.0,38.7
9710,1,32,171.0,71.0,9.0,83.0,39.6
13612,0,33,162.0,58.0,25.0,109.0,40.7
7519,1,36,195.0,94.0,3.0,86.0,38.7
6812,1,25,169.0,69.0,19.0,93.0,40.4
9991,1,24,189.0,89.0,16.0,98.0,40.1
9206,1,65,182.0,89.0,5.0,87.0,39.1
8320,0,30,148.0,46.0,29.0,111.0,40.8
9556,0,25,184.0,81.0,10.0,86.0,39.9
10225,1,45,197.0,107.0,4.0,80.0,39.2
7175,0,46,168.0,67.0,26.0,97.0,40.9
4470,0,21,160.0,56.0,11.0,84.0,39.9
891,0,36,158.0,58.0,11.0,89.0,39.8
10985,0,34,159.0,52.0,29.0,102.0,40.8
1969,1,22,163.0,62.0,4.0,86.0,38.3
5757,0,39,155.0,54.0,29.0,114.0,41.0
6527,0,72,149.0,53.0,18.0,96.0,40.0
6294,0,54,161.0,62.0,8.0,82.0,39.8
14624,0,62,149.0,49.0,26.0,104.0,40.8
7595,0,42,166.0,69.0,21.0,103.0,40.7
9110,1,41,185.0,87.0,19.0,104.0,40.6
3249,1,69,171.0,76.0,4.0,94.0,38.8
6570,1,26,196.0,96.0,3.0,84.0,38.5
6638,1,35,186.0,81.0,26.0,105.0,41.0
7351,0,31,153.0,53.0,10.0,91.0,39.8
13766,0,66,175.0,77.0,10.0,90.0,39.9
9400,0,31,180.0,73.0,19.0,93.0,40.6
12060,0,58,164.0,63.0,19.0,97.0,40.3
7473,0,30,157.0,62.0,20.0,98.0,40.5
12504,1,51,195.0,99.0,29.0,102.0,40.6
12257,0,55,169.0,66.0,28.0,104.0,40.9
13821,1,26,188.0,90.0,4.0,80.0,39.0
13013,1,35,181.0,78.0,10.0,91.0,39.5
1239,0,28,143.0,46.0,4.0,84.0,38.4
2289,1,51,191.0,94.0,6.0,82.0,38.7
2740,1,28,199.0,96.0,21.0,103.0,40.2
8467,0,38,162.0,62.0,20.0,94.0,40.3
4585,1,50,180.0,83.0,29.0,116.0,41.2
9227,1,24,180.0,80.0,13.0,100.0,39.8
1229,1,41,200.0,98.0,2.0,82.0,38.1
9200,0,43,162.0,60.0,30.0,99.0,40.8
6980,0,38,150.0,50.0,1.0,81.0,37.9
5178,1,65,175.0,77.0,26.0,116.0,40.8
12020,0,66,153.0,58.0,15.0,90.0,40.1
10724,0,39,177.0,72.0,21.0,92.0,40.2
4293,1,21,193.0,94.0,10.0,90.0,39.9
1058,0,60,170.0,68.0,25.0,102.0,41.3
6262,1,42,197.0,97.0,12.0,95.0,40.0
11036,0,39,166.0,63.0,26.0,104.0,40.8
281,1,56,192.0,97.0,20.0,109.0,40.5
9235,1,36,171.0,76.0,29.0,107.0,41.1
9508,0,35,154.0,54.0,15.0,97.0,40.2
968,0,66,174.0,74.0,23.0,99.0,40.8
10573,0,57,151.0,51.0,6.0,86.0,39.2
3953,0,21,151.0,49.0,14.0,101.0,40.3
1939,0,36,167.0,69.0,12.0,95.0,39.8
12680,1,71,179.0,82.0,19.0,89.0,40.6
1274,0,79,153.0,54.0,4.0,80.0,39.2
619,0,42,168.0,68.0,17.0,91.0,40.4
12748,1,22,186.0,82.0,14.0,94.0,40.1
1742,0,31,149.0,48.0,7.0,87.0,39.8
1390,0,75,158.0,64.0,13.0,86.0,40.0
2203,0,56,153.0,50.0,9.0,82.0,39.6
9771,0,60,174.0,77.0,5.0,92.0,39.2
9847,1,46,187.0,84.0,18.0,90.0,40.6
3568,0,77,184.0,81.0,27.0,105.0,40.8
10544,0,58,158.0,63.0,13.0,97.0,40.4
10404,1,32,172.0,76.0,19.0,90.0,40.5
6116,1,25,185.0,85.0,18.0,102.0,40.3
14956,1,25,178.0,82.0,26.0,112.0,40.4
6052,0,30,173.0,68.0,24.0,105.0,40.8
3178,1,47,192.0,101.0,18.0,99.0,40.6
3192,1,53,176.0,81.0,22.0,103.0,40.6
9499,1,74,176.0,79.0,9.0,101.0,39.4
6099,0,34,160.0,62.0,8.0,88.0,39.8
7029,0,64,170.0,70.0,21.0,87.0,41.0
575,0,29,157.0,57.0,22.0,99.0,40.9
10552,0,78,193.0,96.0,17.0,92.0,40.3
6656,0,21,165.0,58.0,23.0,97.0,40.4
7115,0,24,157.0,57.0,27.0,100.0,40.7
13216,1,30,198.0,106.0,5.0,75.0,39.3
6276,0,20,166.0,66.0,12.0,92.0,39.8
9472,0,25,182.0,80.0,26.0,110.0,40.8
13481,1,42,208.0,108.0,8.0,84.0,39.5
11083,1,70,192.0,93.0,14.0,104.0,39.7
5897,1,23,187.0,87.0,27.0,102.0,40.3
5724,0,41,171.0,69.0,15.0,95.0,40.5
10185,0,41,161.0,57.0,14.0,92.0,40.2
10831,0,32,157.0,59.0,6.0,86.0,39.6
269,0,69,156.0,61.0,8.0,83.0,39.4
629,0,47,172.0,66.0,20.0,103.0,40.7
11970,1,41,188.0,93.0,13.0,91.0,40.2
3081,1,24,180.0,77.0,18.0,96.0,40.4
3466,1,32,162.0,65.0,6.0,91.0,39.3
6430,1,35,201.0,101.0,26.0,106.0,41.0
13980,0,26,184.0,82.0,20.0,101.0,40.4
7062,0,28,171.0,68.0,4.0,85.0,39.0
12588,0,23,178.0,72.0,6.0,81.0,39.2
12215,0,42,150.0,52.0,6.0,94.0,39.4
14589,0,43,146.0,54.0,24.0,91.0,40.5
5543,1,32,174.0,76.0,9.0,98.0,39.4
10238,1,53,210.0,110.0,1.0,80.0,37.9
4356,0,30,168.0,64.0,4.0,90.0,39.0
13679,0,29,165.0,58.0,12.0,90.0,39.8
2113,0,21,136.0,45.0,16.0,102.0,40.5
8219,0,34,161.0,62.0,1.0,80.0,37.4
10232,1,32,180.0,87.0,11.0,90.0,39.9
12120,1,59,194.0,93.0,28.0,105.0,40.7
14238,0,22,151.0,55.0,8.0,82.0,39.6
3216,1,52,194.0,94.0,15.0,92.0,40.1
3814,0,52,151.0,58.0,16.0,93.0,40.1
8321,0,78,174.0,71.0,6.0,86.0,39.2
13319,1,64,163.0,63.0,6.0,89.0,39.0
2278,1,55,171.0,70.0,17.0,93.0,40.3
4599,0,67,173.0,74.0,4.0,76.0,38.8
13,0,32,157.0,54.0,18.0,93.0,40.4
13846,0,24,164.0,65.0,14.0,98.0,40.4
1525,1,22,198.0,95.0,23.0,109.0,40.5
2365,1,25,177.0,82.0,2.0,85.0,38.1
4648,0,32,180.0,71.0,1.0,77.0,37.7
11244,0,47,160.0,61.0,11.0,89.0,40.0
12197,0,20,148.0,53.0,2.0,88.0,38.3
10532,0,38,161.0,64.0,24.0,101.0,40.3
374,1,45,191.0,95.0,28.0,105.0,41.0
13830,1,55,178.0,78.0,18.0,90.0,40.1
6477,1,22,165.0,64.0,17.0,97.0,40.1
525,0,65,155.0,59.0,10.0,95.0,40.0
9131,0,33,171.0,70.0,23.0,105.0,40.7
14660,1,21,176.0,75.0,17.0,88.0,40.0
6895,0,26,169.0,62.0,11.0,79.0,39.8
10339,0,24,183.0,82.0,16.0,105.0,40.3
3591,1,24,190.0,85.0,4.0,90.0,38.9
11106,0,73,162.0,65.0,8.0,91.0,39.8
7904,1,20,179.0,85.0,5.0,80.0,39.3
2958,1,56,175.0,82.0,11.0,88.0,39.9
11815,1,28,185.0,82.0,27.0,99.0,40.9
529,0,35,132.0,38.0,30.0,112.0,40.5
3714,0,22,154.0,55.0,20.0,100.0,40.3
4732,1,56,195.0,94.0,21.0,107.0,40.7
9461,1,44,191.0,92.0,15.0,92.0,40.1
12473,0,29,158.0,59.0,29.0,111.0,41.0
1394,0,35,161.0,63.0,2.0,81.0,38.1
12201,0,36,166.0,68.0,26.0,102.0,40.4
12582,0,62,148.0,54.0,20.0,97.0,40.1
9989,1,21,193.0,88.0,15.0,102.0,39.8
11171,0,40,160.0,58.0,21.0,103.0,40.5
9633,0,53,162.0,58.0,30.0,111.0,40.8
10574,1,33,172.0,79.0,13.0,98.0,39.9
14794,1,25,188.0,88.0,26.0,110.0,41.1
12003,1,32,194.0,94.0,13.0,97.0,39.9
5631,1,30,176.0,73.0,9.0,89.0,39.4
9465,0,31,161.0,65.0,9.0,93.0,39.8
6563,1,39,192.0,91.0,18.0,92.0,40.5
4703,0,75,174.0,77.0,1.0,73.0,37.3
1712,0,72,165.0,69.0,4.0,86.0,38.7
14635,0,35,152.0,52.0,5.0,83.0,38.8
955,1,37,195.0,99.0,6.0,82.0,39.1
6675,1,32,193.0,90.0,24.0,107.0,40.3
3453,1,53,184.0,83.0,13.0,95.0,39.8
9579,1,59,184.0,86.0,26.0,101.0,40.8
14086,0,23,176.0,68.0,18.0,107.0,40.4
8595,1,48,179.0,78.0,10.0,85.0,40.1
2071,1,48,192.0,88.0,24.0,107.0,40.8
14608,0,20,159.0,53.0,21.0,99.0,40.6
10169,0,73,171.0,72.0,24.0,108.0,40.7
158,0,22,147.0,47.0,17.0,101.0,40.3
7005,0,20,161.0,65.0,6.0,92.0,39.3
12080,0,35,169.0,69.0,18.0,104.0,40.3
9094,0,71,171.0,67.0,27.0,112.0,40.5
352,0,35,168.0,67.0,17.0,101.0,40.1
6078,1,76,189.0,86.0,28.0,105.0,40.7
6236,0,50,171.0,65.0,13.0,89.0,40.3
12322,1,56,177.0,81.0,6.0,85.0,39.2
8946,1,33,200.0,97.0,2.0,82.0,38.0
11163,0,67,176.0,74.0,12.0,103.0,39.6
14964,1,65,191.0,99.0,19.0,98.0,40.1
2920,0,20,158.0,52.0,29.0,110.0,41.1
8503,0,56,170.0,76.0,7.0,87.0,39.3
4644,1,63,181.0,83.0,11.0,95.0,39.6
661,1,71,201.0,103.0,6.0,92.0,39.1
7057,0,27,159.0,59.0,12.0,93.0,39.8
10181,1,34,176.0,83.0,22.0,92.0,40.7
3665,0,61,147.0,56.0,18.0,98.0,40.2
7979,0,63,179.0,73.0,20.0,95.0,40.3
306,0,26,161.0,54.0,13.0,94.0,40.3
10527,1,72,183.0,83.0,15.0,97.0,40.3
4790,0,40,179.0,75.0,26.0,101.0,41.2
2356,0,21,165.0,65.0,12.0,88.0,40.1
11894,1,42,191.0,98.0,6.0,80.0,39.2
11996,0,28,178.0,75.0,7.0,88.0,39.6
1927,1,57,182.0,84.0,28.0,108.0,40.9
14010,1,33,188.0,87.0,9.0,85.0,39.8
3427,1,71,179.0,81.0,14.0,101.0,40.1
8941,1,61,170.0,72.0,13.0,85.0,39.9
3638,0,21,166.0,62.0,26.0,113.0,40.7
12759,0,55,164.0,62.0,5.0,86.0,39.4
1266,1,26,181.0,81.0,4.0,79.0,39.1
1560,1,20,183.0,80.0,26.0,112.0,40.8
14071,0,38,157.0,54.0,27.0,109.0,40.5
11787,0,68,181.0,81.0,25.0,113.0,40.5
10326,1,38,190.0,95.0,7.0,79.0,39.4
7179,0,31,161.0,58.0,29.0,110.0,40.8
4109,1,52,184.0,88.0,27.0,111.0,41.2
7867,0,20,161.0,63.0,28.0,114.0,40.8
4904,1,68,192.0,100.0,11.0,102.0,39.8
7294,0,25,160.0,60.0,5.0,89.0,39.4
514,0,73,181.0,76.0,19.0,106.0,40.4
894,1,60,207.0,114.0,1.0,87.0,37.7
8601,0,30,159.0,58.0,10.0,87.0,39.9
